x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV,risk_score,risk_category,u_category
-2.2822526,53.4446841,5.967166358792491e+18,135,2,1,0,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2822765,53.4482795,5.898746799275918e+18,86,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2825512,53.4896259,-1.6961015868293512e+18,180,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2805041,53.4078352,4.33281401022256e+18,39,21,20,22,20,20.75,0.916666666666667,0.957427107756338,0.0441767068273092,0.0461410654340404,21.707427107756338,High,High
-2.2805219,53.4105317,-6.01535126902564e+18,53,9,8,13,11,10.25,4.91666666666667,2.21735578260835,0.479674796747968,0.216327393425204,12.46735578260834,High,High
-2.2806996,53.437497,2.464739337659654e+18,118,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2813478,53.5354696,8.560439315001327e+18,38,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2791649,53.4330063,7.451149983005606e+18,61,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2792946,53.4527808,-5.477314922690989e+18,114,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2776597,53.4330098,3.3658705022163374e+18,51,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2777477,53.4464924,1.6942544264414318e+18,103,1,1,2,2,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975,2.077350269189625,High,Medium
-2.2777536,53.4473912,3.4011367049994414e+18,120,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2759914,53.4078457,4.777511861683041e+18,87,23,23,18,18,20.5,8.33333333333333,2.88675134594813,0.40650406504065,0.140817138826738,23.38675134594813,High,High
-2.2761371,53.4303168,-6.680092111658937e+18,35,1,1,0,4,1.5,3.0,1.73205080756888,2.0,1.15470053837925,3.2320508075688745,High,Medium
-2.2762013,53.440204,9.110268804319645e+18,178,1,0,3,1,1.25,1.58333333333333,1.25830573921179,1.26666666666667,1.00664459136943,2.5083057392117873,High,Medium
-2.2762188,53.4429005,-5.041047851360406e+18,149,2,1,2,1,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975,2.077350269189625,High,Medium
-2.276283,53.4527878,-4.5243046150711834e+18,71,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2746611,53.4348145,1.271329661463e+18,122,3,2,0,1,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387,2.790994448735805,High,Medium
-2.2746669,53.4357133,1.8542188148455872e+18,118,5,2,3,1,2.75,2.91666666666667,1.70782512765993,1.06060606060606,0.621027319149067,4.457825127659934,High,Medium
-2.2749225,53.4752621,-5.650756604703148e+18,47,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2750039,53.4878458,-6.380420867332873e+18,305,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2731848,53.4393121,3.6448580167024215e+18,103,1,0,3,2,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387,2.790994448735805,High,Medium
-2.2732309,53.4465028,5.19303980680722e+18,75,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2734043,53.4734679,-8.896635958563103e+18,45,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2735489,53.4959387,-6.355902470773154e+18,168,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2716048,53.4276306,-1.7664161736557468e+18,58,4,6,6,7,5.75,1.58333333333333,1.25830573921179,0.27536231884058,0.218835780732485,7.008305739211789,High,High
-2.2716679,53.4375179,5.003222950860179e+18,181,6,3,3,4,4.0,2.0,1.4142135623731,0.5,0.353553390593274,5.414213562373096,High,Medium
-2.2717311,53.4474051,-5.305301237305064e+18,40,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2717598,53.4518993,-7.152625772941876e+18,79,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.271777,53.4545958,3.3423217460222e+18,111,0,0,2,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2717828,53.4554946,1.2486777513924052e+18,92,2,0,2,0,1.0,1.33333333333333,1.15470053837925,1.33333333333333,1.15470053837925,2.1547005383792497,High,Low
-2.2718977,53.4734714,-7.400709325706885e+18,73,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2720646,53.4995375,8.781654314475582e+18,281,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2701056,53.4285329,-3.531350171022768e+18,65,4,2,6,7,4.75,4.91666666666667,2.21735578260835,1.03508771929825,0.46681174370702,6.967355782608346,High,Medium
-2.2703111,53.4608911,4.864329931833855e+18,146,2,0,2,2,1.5,1.0,1.0,0.666666666666667,0.666666666666667,2.5000000000000004,High,Medium
-2.2705629,53.5004398,-2.6909764781344845e+18,65,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2707463,53.5292023,6.306499080458485e+18,130,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2835485,53.4132212,3.9698615426432707e+18,54,0,1,1,2,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2837162,53.4383887,7.017646126747675e+18,105,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2824555,53.4752445,-5.397637344688936e+18,67,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2806818,53.4348005,8.867832148180702e+18,66,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2806937,53.4365981,-4.540313691170692e+18,113,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2807115,53.4392946,8.1313133335711e+18,132,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2807293,53.4419912,2.735796126523288e+18,140,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.279159,53.4321075,-9.044881486293305e+18,50,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2791767,53.434804,4.254715054726541e+17,63,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2792002,53.4383993,1.916261665147379e+17,95,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2794246,53.4725551,-3.9319900219895593e+18,80,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2775308,53.4132353,-5.149174110885967e+18,56,15,12,11,12,12.5,3.0,1.73205080756888,0.24,0.13856406460551,14.232050807568875,High,High
-2.277648,53.4312121,1.2272142424402644e+18,76,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2776539,53.432111,6.69540192419928e+18,86,2,0,1,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2781888,53.5139049,1.0224079291749804e+18,16,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2760264,53.4132388,-7.356249526671362e+18,61,17,12,12,20,15.25,15.5833333333333,3.947573094109,1.02185792349727,0.258857252072722,19.19757309410901,High,High
-2.2761546,53.4330133,2.3838854693905454e+18,65,0,0,2,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2767863,53.5300873,5.604364840359969e+18,140,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2746379,53.4312191,-6.661857503448317e+18,60,0,2,1,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2746843,53.4384098,1.9706247877462932e+18,59,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2747191,53.4438029,1.781727478986381e+18,11,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2747481,53.448297,-8.480170749986195e+17,113,1,0,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2747656,53.4509936,8.516105943820673e+17,104,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2752019,53.518406,-8.078303263230395e+18,68,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2729945,53.4096503,2.5024859870159785e+18,36,3,4,1,2,2.5,1.66666666666667,1.29099444873581,0.666666666666667,0.516397779494322,3.790994448735805,High,Medium
-2.2732194,53.4447051,-9.305915151132941e+17,66,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.273254,53.4500982,-6.460167089804534e+18,132,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low
-2.2715017,53.4114515,2.6073683718618813e+18,58,2,0,1,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.271622,53.4303271,-7.558992952802317e+17,78,7,4,1,3,3.75,6.25,2.5,1.66666666666667,0.666666666666667,6.250000000000001,High,Medium
-2.2716852,53.4402144,6.530072751043308e+18,95,2,1,0,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2717024,53.4429109,2.182803760216144e+18,99,2,3,2,0,1.75,1.58333333333333,1.25830573921179,0.904761904761905,0.719031850978167,3.0083057392117922,High,Medium
-2.2720301,53.4941445,6.80529511034095e+18,92,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2686177,53.4312328,5.929106712768067e+18,54,2,2,5,0,2.25,4.25,2.06155281280883,1.88888888888889,0.916245694581702,4.311552812808829,High,Medium
-2.2687141,53.4465131,8.849014886642387e+18,56,0,2,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2687766,53.4564003,-7.668937294224547e+18,84,0,1,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2671464,53.4366292,8.736887059530342e+18,33,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2672029,53.4456176,-5.211466365345527e+18,74,1,0,3,2,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387,2.790994448735805,High,Medium
-2.2672085,53.4465165,-5.363372068425532e+18,80,3,1,0,1,1.25,1.58333333333333,1.25830573921179,1.26666666666667,1.00664459136943,2.5083057392117873,High,Medium
-2.2672311,53.4501118,7.813297353197392e+18,97,0,2,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2672481,53.4528083,-7.077960370554278e+18,120,2,1,2,0,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2672876,53.4591002,6.221633269961437e+18,220,1,0,5,1,1.75,4.91666666666667,2.21735578260835,2.80952380952381,1.26706044720477,3.9673557826083474,High,Medium
-2.2673215,53.4644932,-1.5855216995477507e+18,187,1,1,2,1,1.25,0.25,0.5,0.2,0.4,1.75,Medium,Medium
-2.2673385,53.4671897,1.6937143442813612e+18,56,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2673667,53.4716839,-2.75578322813578e+18,138,0,0,0,2,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2673894,53.4752792,-6.079665074451416e+18,177,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low
-2.2674912,53.4914582,-6.953347144655931e+18,49,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2675082,53.4941547,-4.876639161344163e+18,104,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2676612,53.5184231,-7.79627801430039e+18,192,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2655683,53.4249476,3.078532032054812e+17,94,1,5,2,3,2.75,2.91666666666667,1.70782512765993,1.06060606060606,0.621027319149067,4.457825127659934,High,Medium
-2.2655739,53.4258465,-1.3728539880957504e+18,75,4,2,2,4,3.0,1.33333333333333,1.15470053837925,0.444444444444444,0.38490017945975,4.15470053837925,High,Medium
-2.2655795,53.4267453,2.60256153904386e+18,63,2,2,4,1,2.25,1.58333333333333,1.25830573921179,0.703703703703704,0.559246995205241,3.5083057392117922,High,Medium
-2.2656187,53.4330372,2.968887566554639e+18,68,1,1,5,0,1.75,4.91666666666667,2.21735578260835,2.80952380952381,1.26706044720477,3.9673557826083474,High,Medium
-2.2656244,53.4339361,2.2879851261699653e+18,43,3,4,0,2,2.25,2.91666666666667,1.70782512765993,1.2962962962963,0.759033390071081,3.957825127659932,High,Medium
-2.2656749,53.4420256,3.466294467095668e+18,129,5,1,4,3,3.25,2.91666666666667,1.70782512765993,0.897435897435897,0.525484654664595,4.957825127659934,High,Medium
-2.2656861,53.4438233,6.695152139869884e+18,47,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low
-2.2657085,53.4474187,3.2893849638450765e+18,213,8,1,0,4,3.25,12.9166666666667,3.5939764421413,3.97435897435897,1.10583890527425,6.8439764421413125,High,Medium
-2.2657984,53.4618001,-4.293718806817121e+18,234,3,2,2,5,3.0,2.0,1.4142135623731,0.666666666666667,0.471404520791032,4.414213562373096,High,Medium
-2.2658153,53.4644966,-3.83361010763547e+18,104,1,0,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2658884,53.4761814,-8.841493007467273e+18,15,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2660122,53.4959558,-8412496010717466.0,87,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2662207,53.5292124,-1.511203297241572e+17,47,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2640467,53.4222545,-1.7498387580657093e+18,108,0,0,1,6,1.75,8.25,2.87228132326901,4.71428571428571,1.64130361329658,4.622281323269015,High,Medium
-2.2640523,53.4231533,-8.927705407691117e+18,82,1,2,1,2,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975,2.077350269189625,High,Medium
-2.264069,53.4258498,-8.20875608847401e+18,76,3,5,5,1,3.5,3.66666666666667,1.91485421551268,1.04761904761905,0.547101204432193,5.414854215512675,High,Medium
-2.2641025,53.4312429,-2.2164009169373463e+18,15,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.264108,53.4321417,3.796949023131756e+18,116,5,2,3,8,4.5,7.0,2.64575131106459,1.55555555555556,0.587944735792131,7.14575131106459,High,Medium
-2.2641583,53.4402313,-9.47231051617197e+17,90,2,8,3,2,3.75,8.25,2.87228132326901,2.2,0.765941686205071,6.622281323269016,High,Medium
-2.2641862,53.4447255,4.671994816060927e+18,54,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2641917,53.4456243,-5.1467556568044365e+17,83,0,1,2,5,2.0,4.66666666666667,2.16024689946929,2.33333333333333,1.08012344973464,4.16024689946928,High,Medium
-2.2642476,53.4546127,-2.0360404413916337e+18,65,1,0,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2643034,53.4636011,-6.74871906445426e+18,65,0,1,2,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2643593,53.4725894,-8.022021523900845e+18,153,3,0,0,2,1.25,2.25,1.5,1.8,1.2,2.75,High,Medium
-2.2644265,53.4833755,6.679264711306821e+18,304,1,1,3,1,1.5,1.0,1.0,0.666666666666667,0.666666666666667,2.5000000000000004,High,Medium
-2.26446,53.4887684,-4.1974281339557606e+18,163,0,2,0,2,1.0,1.33333333333333,1.15470053837925,1.33333333333333,1.15470053837925,2.1547005383792497,High,Low
-2.2644768,53.4914649,-6.652439848958409e+18,48,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2644824,53.4923638,-6.191469329939768e+18,65,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2646281,53.5157334,3.415161218574495e+18,76,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2625253,53.4195613,-1.7793179882099868e+18,38,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2626695,53.4429311,1.2689439159730583e+18,28,2,1,1,1,1.25,0.25,0.5,0.2,0.4,1.75,Medium,Medium
-2.2626862,53.4456276,3.977267224124812e+18,38,0,1,1,4,1.5,3.0,1.73205080756888,2.0,1.15470053837925,3.2320508075688745,High,Medium
-2.2627139,53.4501218,1.666220193117069e+18,107,0,1,4,2,1.75,2.91666666666667,1.70782512765993,1.66666666666667,0.975900072948533,3.4578251276599326,High,Medium
-2.2627861,53.4618067,1.1142988604403914e+18,283,6,5,4,7,5.5,1.66666666666667,1.29099444873581,0.303030303030303,0.23472626340651,6.7909944487358045,High,High
-2.2628139,53.4663009,8.202114953222504e+18,51,1,1,0,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2628695,53.4752893,2.8429987034783114e+18,490,6,1,2,1,2.5,5.66666666666667,2.38047614284762,2.26666666666667,0.952190457139047,4.880476142847617,High,Medium
-2.263042,53.5031531,8.900424655142526e+18,171,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2631312,53.5175344,5.367003524022866e+18,45,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2611034,53.4330472,-1.3996242233217887e+18,56,1,2,0,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2611972,53.4483275,-1.705078774297142e+17,93,2,7,0,1,2.5,9.66666666666667,3.1091263510296,3.86666666666667,1.24365054041184,5.609126351029601,High,Medium
-2.2612248,53.4528217,-9.116190489125581e+18,119,6,2,6,4,4.5,3.66666666666667,1.91485421551268,0.814814814814815,0.425523159002817,6.414854215512676,High,Medium
-2.2613242,53.4690007,2.1694346861207168e+18,68,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2614846,53.4950669,-7.951475628238709e+18,62,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2615455,53.5049541,-9.121630381170426e+18,46,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2596147,53.435747,1.1221382331962127e+18,3,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.259708,53.4510273,-2383808716942618.0,88,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2598013,53.4663075,-7.981186070251875e+18,286,5,0,4,3,3.0,4.66666666666667,2.16024689946929,1.55555555555556,0.720082299823096,5.160246899469288,High,Medium
-2.2598453,53.4734982,-3.5043095503765693e+18,132,2,4,1,3,2.5,1.66666666666667,1.29099444873581,0.666666666666667,0.516397779494322,3.790994448735805,High,Medium
-2.2598947,53.4815877,-5.826741397023603e+18,204,0,2,0,2,1.0,1.33333333333333,1.15470053837925,1.33333333333333,1.15470053837925,2.1547005383792497,High,Low
-2.2599993,53.4986655,7.820547454516725e+18,222,2,0,1,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2600103,53.5004632,5.952239983328084e+18,118,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2600378,53.5049573,-1.2136820155467543e+18,121,0,0,1,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2601094,53.5166421,-4.1997942789252925e+18,40,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.260159,53.5247316,-3.404109403307425e+18,55,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2581095,53.4357503,-6.594409411172225e+18,52,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2581313,53.4393456,4.987563847987013e+17,32,0,2,1,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2581367,53.4402445,-6.513768258552241e+18,60,2,1,1,1,1.25,0.25,0.5,0.2,0.4,1.75,Medium,Medium
-2.2582895,53.4654119,-2.560022124097188e+18,125,4,5,0,1,2.5,5.66666666666667,2.38047614284762,2.26666666666667,0.952190457139047,4.880476142847617,High,Medium
-2.2583059,53.4681085,-1.6497247890587763e+18,143,0,2,1,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2583114,53.4690073,3.513077712212448e+18,122,2,2,0,0,1.0,1.33333333333333,1.15470053837925,1.33333333333333,1.15470053837925,2.1547005383792497,High,Low
-2.2584754,53.4959723,7.09927053279527e+18,18,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2584973,53.4995676,5.526557567724144e+18,95,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2585028,53.5004665,-5.964775474760927e+18,61,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2585904,53.5148477,-1.2406680215057787e+18,51,1,1,0,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2586178,53.5193419,7.244771468156055e+18,75,0,0,2,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2586506,53.5247349,-1.7732003124860613e+18,87,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2567507,53.4600222,-6.618180047953789e+18,51,2,1,1,0,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.25693,53.4896837,1.3840274919858355e+18,158,1,5,2,3,2.75,2.91666666666667,1.70782512765993,1.06060606060606,0.621027319149067,4.457825127659934,High,Medium
-2.2569789,53.4977732,-2.553084592314716e+18,114,1,1,1,0,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2570334,53.5067615,5.954197629469535e+18,177,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low
-2.2570388,53.5076604,-1.317716296325967e+18,138,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low
-2.255126,53.4402509,1.3924098291779356e+18,19,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2551368,53.4420486,9.19603392464081e+18,56,1,2,0,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2551745,53.4483405,-1.964760841307088e+18,34,1,2,0,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2551907,53.451037,-7.834504497996877e+18,76,1,0,1,4,1.5,3.0,1.73205080756888,2.0,1.15470053837925,3.2320508075688745,High,Medium
-2.2551961,53.4519359,4.870738289243848e+18,48,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2552554,53.4618231,-8.834060536329055e+17,273,6,4,4,8,5.5,3.66666666666667,1.91485421551268,0.666666666666667,0.348155311911396,7.414854215512678,High,High
-2.2554012,53.4860916,-7.748928633894969e+18,48,0,0,2,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2555635,53.5130566,-4.766376170074732e+18,73,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2556176,53.5220449,-1.825547280899962e+18,65,0,0,0,2,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2556447,53.526539,9.950025927889219e+17,88,2,0,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2536367,53.4429507,7.680253047540637e+18,71,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2537332,53.4591298,1.1807091541820362e+18,211,4,4,4,4,4.0,0.0,0.0,0.0,0.0,4.0,High,Medium
-2.25376,53.463624,1.5824717326933563e+18,50,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2537868,53.4681181,-6.552726035485776e+18,33,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2538727,53.4824995,8.564251823211165e+18,84,2,0,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2538781,53.4833983,9.64105667698483e+17,49,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2539964,53.5031727,-8.417568390095724e+18,31,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2540394,53.5103633,-8.129782268592386e+18,99,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2521099,53.4393585,-3.2284039756681446e+18,17,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2521365,53.4438527,-2.616081952171698e+18,129,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2521738,53.4501446,1.2066911257023035e+18,62,2,0,1,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2522325,53.4600318,8.543147373524099e+18,76,0,2,4,0,1.5,3.66666666666667,1.91485421551268,2.44444444444444,1.27656947700845,3.414854215512675,High,Medium
-2.2522538,53.4636272,5.570994679541966e+18,93,2,4,4,2,3.0,1.33333333333333,1.15470053837925,0.444444444444444,0.38490017945975,4.15470053837925,High,Medium
